recordID,Resource Assignment,Edit_ResourceDetails,R1,R2,R3,R4,Assignments_T1,Assignments_T2,Assignments_T3,ImageFORMULA,Shared_RollUp_Rotation 1,Shared_RollUp_Rotation 2,Shared_RollUp_Rotation 3,Shared_RollUp_Rotation 4,Resource_Key,Sort_ID,Grade_Filter,Resource_Information_Text,Scope,Link 1 url,Link 2 url,Link 1 text,Link 2 text,Edit_ResourceAssignmentsURL(R1),Edit_ResourceAssignmentsURL(R2),Edit_ResourceAssignmentsURL(R3),Edit_ResourceAssignmentsURL(R4)
recDBcU1i7b3jIUjb,001.003.000*Edgar Allan Poe: Complete Tales and Poems with Selected Essays->History of Lit.: Grades 9-11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recl38hv64w6IEcd1,,,R3,,Edgar Allan Poe: Complete Tales and Poems with Selected Essays,,,,,,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,001.003.000,011.001.009.000.001.000,"G9, G10, G11,","Edgar Allan Poe: Complete Tales and Poems with Selected Essays by Poe
ISBN/ASIN 978-1451505061 

➜ RATIONALE: Classic words from time period author.",Term 1,https://a.co/d/dtyHnRt,,Option 1,,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recO5HMbob1brG7nG?home=pag8nmiUVfXJRZFLW,
recLQuV0Cp5jOERJe,003.001.000*Selected Essays->History of Lit.: Grades 9-11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rechIRLFJND9uNyAp,R1,,,,,,Selected Essays,,,,,,003.001.000,011.001.009.000.003.000,"G9, G10, G11,",Selected Essays,Term 3,,,,,,,,
recV5nxFt6fIbbmk8,001.001.000*Beowulf: An Illustrated Edition translated->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recok0UraZJDNgBwv,R1,,,,Beowulf: An Illustrated Edition translated,,,,"General Lit.: Grades 9-10
Lit./Mythology: Grades 7-8",,,,001.001.000,011.001.009.005.001.000,"G9, G10, G9, G10,","Beowulf: An Illustrated Edition translated by Seamus Heaney
ISBN/ASIN 978-0393330106 

➜ RATIONALE: One of the earliest English texts, Beowulf is the epic tale of the Scandinavian hero who saves the Danes from the monster Grendel. This translation and edition is readable, linguistically rich, and includes illustrations and pictures of artifacts that students can use for their Book of Centuries. 


NOTE: An audiobook is also available from Audible",Term 1,https://www.amazon.com/Beowulf-Illustrated-Seamus-Heaney/dp/0393330109,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=330106,Option 1,Option 2,,,,
recIGE8XLsEzgKlFd,001.001.000*Seven Daughters and Seven Sons->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec1h8gmAly3xwj0z,R1,,,,Seven Daughters and Seven Sons,,,,"Lit./Mythology: Grades 7-8
General Lit.: Grades 9-10",,,,001.001.000,011.001.009.005.001.000,"G9, G10, G9, G10,","Seven Daughters and Seven Sons by Barbara Cohen, Bahija Lovejoy
ISBN/ASIN 978-0688135638 

➜ RATIONALE: Based on an Iraqi folk tale, this beautiful story takes students into the tents and caravans of merchants from Damascus to Baghdad, Tyre, and Sidon.  Told from the perspective of several different characters, the book is also a poignant story about friendship, personhood, and love.

NOTE: ALERT: Sensitive content. Lesson plans will provide guidance.",Term 1,https://www.amazon.com/Seven-Daughters-Sons-Barbara-Cohen/dp/0688135633,https://bookshop.org/a/90084/9780688135638,Option 1,Option 2,,,,
recbRcyQed4ET1UNi,001.003.000*A Christmas Carol->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recwAAsRvvVMG3mGV,,,R3,,A Christmas Carol,,,,,,,,001.003.000,011.001.009.005.001.000,"G9, G10, G9, G10,","A Christmas Carol by Charles Dickens
ISBN/ASIN 978-0307947215 
Alternate Formats: Ebook, Audiobook
NOTE: Available on Learning Ally with Audio.
➜ May sub Cricket on the Hearth, Great Expectations, or Hard Times",Term 1,https://a.co/d/dwNxUWd,https://bookshop.org/a/90084/9780307947215,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recOGMsLG43gBsvN4?home=pag8nmiUVfXJRZFLW,
recxhY5WPv3jKLgDx,001.003.000*The Man Who Invented Christmas directed->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recmdnVHWuwjvjAHQ,,,R3,,The Man Who Invented Christmas directed,,,,,,"General Lit.: Grades 9-10
General Lit.: Grades 11-12",,001.003.000,011.001.009.005.001.000,"G9, G10, G9, G10,","The Man Who Invented Christmas directed by Bharat Nalluri
Alternate Formats: Video

➜ RATIONALE: Movie based on the biographical novel by Les Standiford telling how A Christmas Carol was written.",Term 1,https://www.amazon.com/gp/video/detail/B077MFZMB3/ref=atv_dp_share_cu_r,,Option 1,,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recOGMsLG43gBsvN4?home=pag8nmiUVfXJRZFLW,
recRFk1SDcHgl6kQT,001.002.000*The Scarlet Letter->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recF3u9XDz1sUxvD0,,R2,,,The Scarlet Letter (Full Term),,,,,"General Lit.: Grades 9-10
General Lit.: Grades 11-12",,,001.002.000,011.001.009.005.001.000,"G9, G10, G9, G10,","The Scarlet Letter by Nathaniel Hawthorne
ISBN/ASIN 978-1462796687 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: An American classic set in the time of the Puritans.

NOTE: We recommend this beautiful edition annotated by Karen Swallow Prior because of its helpful introduction, annotations, and thoughtful discussion questions from a Christian perspective.
➜ May sub another edition",Term 1,https://www.amazon.com/Scarlet-Letter-Reading-Reflecting-Classics/dp/1462796680,https://www.gutenberg.org/files/25344/25344-h/25344-h.htm,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recWYipr5LaRHd3hj?home=pag5Pf79xsyOIdvDI,,
recm8rrvNzt1VwWiY,001.002.000*Celebrated Cases of Judge Dee->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recPnjz5YNoeoMdX4,,R2,,,Celebrated Cases of Judge Dee (Full Term),,,,,"General Lit.: Grades 9-10
General Lit: Grades 7-8",,,001.002.000,011.001.009.005.001.000,"G9, G10, G9, G10,","Celebrated Cases of Judge Dee by Robert Van Gulik
ISBN/ASIN 978-0486233376 
Alternate Formats: Audiobook

➜ RATIONALE: Despite the unfortunate cover image which you may want to edit, this book is a engaging novel featuring three interconnected detective mysteries written by an anonymous author in the eighteen century, over a hundred years before Sherlock Holmes! These stories were selected by the translator Robert Van Gulik because of their accessibility and interest to an English-speaking audience as well as their literary, historical, and moral depth. An expert on the Chinese legal code, Van Gulik portrays the customs of the time authentically but with sensitivity (witnesses were sometimes tortured to encourage confessions) and includes a helpful overview of the Chinese detective genre in his introduction. Morally, the story centers on Judge Dee who is faced with quandaries about how to uphold justice, treat everyone with respect and fairness, and live virtuously as a person both in authority and under authority - giving students a positive example to admire while also challenging their cultural norms.

NOTE: Grades 7-8 students may choose this book OR Treasure Island.",Term 1,https://www.amazon.com/dp/0486233375?ref_=cm_sw_r_ffobk_cp_ud_dp_8TRAZ0APDCHPQBMRW6E2&skipTwisterOG=1&bestFormat=true&newOGT=1,https://bookshop.org/a/90084/9780486233376,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recWYipr5LaRHd3hj?home=pag5Pf79xsyOIdvDI,,
recfPYcVldbAGz2Ov,002.001.000*Anna of Byzantium->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rechbtI1W2fAvfmKd,R1,,,,,Anna of Byzantium,,,,,,,002.001.000,011.001.009.005.002.000,"G9, G10, G9, G10,","Anna of Byzantium by Tracy Barrett
ISBN/ASIN 978-0440415367 

➜ RATIONALE: A gripping saga of alliances, intrigues, deceits, and treacheries about Anna Comnena, a Greek princess and historian of the Byzantine Empire.",Term 2,https://www.amazon.com/Byzantium-Laurel-Leaf-Books-Tracy-Barrett/dp/0440415365,https://bookshop.org/a/90084/9780440415367,Option 1,Option 2,,,,
recAj6k3noECz3Kr9,002.001.000*Hunahpu & Xbalanque: Hero Twins of Popol Vuh​->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recQGUbJji0KEFssw,R1,,,,,Hunahpu & Xbalanque: Hero Twins of Popol Vuh​,,,"General Lit.: Grades 11-12
General Lit.: Grades 9-10",,,,002.001.000,011.001.009.005.002.000,"G9, G10, G9, G10,","Hunahpu & Xbalanque: Hero Twins of Popol Vuh​ by Karel Baresh
ISBN/ASIN 978-1795070188 

➜ RATIONALE: A unique retelling of a classic Mayan legend to broaden students' mythology readings, the adventures of the Hero Twins is rescued from a tattered 150-year-old expedition journal and translated into English.",Term 2,https://www.amazon.com/Hunahpu-Xbalanque-Hero-Twins-Popol/dp/1795070188,,Option 1,,,,,
recv3JYzlftMU9pDT,002.002.000*Gulliver's Travels->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recnw9LvBrqywq6mi,,R2,,,,Gulliver's Travels (Selections - with Primary Source docs),,,,"General Lit.: Grades 9-10
General Lit.: Grades 11-12",,,002.002.000,011.001.009.005.002.000,"G9, G10, G9, G10,","Gulliver's Travels by Jonathan Swift
ISBN/ASIN 978-1952433467 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Jonathan Swift's classic satire and forerunner of the modern novel which has remained popular since its release in 1726. Swift depicts memorable scenes to help his readers consider the human nature, society, and more. ",Term 2 (Selections),https://a.co/d/2tLarcW,https://www.gutenberg.org/files/829/829-h/829-h.htm,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recWYipr5LaRHd3hj?home=pag5Pf79xsyOIdvDI,,
recmJfwk9j1ulWgzY,002.003.000*The Strange Case of Dr. Jekyll and Mr. Hyde->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec0LFRhXtanbK3u2,,,R3,,,The Strange Case of Dr. Jekyll and Mr. Hyde,,,,,,,002.003.000,011.001.009.005.002.000,"G9, G10, G9, G10,","The Strange Case of Dr. Jekyll and Mr. Hyde by Robert Louis Stevenson
ISBN/ASIN 978-1713326472 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A classic work from time period author.

NOTE: Available on Learning Ally with Audio.",Term 2,https://a.co/d/1webDkJ,https://www.gutenberg.org/files/43/43-h/43-h.htm,Option 1,Free,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recOGMsLG43gBsvN4?home=pag8nmiUVfXJRZFLW,
rechw5bNjS9gWI6XX,002.003.000*The Lightning Dreamer: Cuba's Greatest Abolitionist->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rectQeZOe9TstFr1x,,,R3,,,The Lightning Dreamer: Cuba's Greatest Abolitionist,,,,,,,002.003.000,011.001.009.005.002.000,"G9, G10, G9, G10,","The Lightning Dreamer: Cuba's Greatest Abolitionist by Margarita Engle
ISBN/ASIN 978-0544541122 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Poetic fictionalized account of famous Cuban abolitionist and author Gertrudis Gómez Avellaneda.

NOTE: Available on Learning Ally with Audio.",Term 2,https://a.co/d/cvkkAZ8,https://bookshop.org/a/90084/9780544541122,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recOGMsLG43gBsvN4?home=pag8nmiUVfXJRZFLW,
recnrXlU97Z32zHAa,002.002.000*My Brother Sam Is Dead->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recz5jmsk2QxvOOL7,,R2,,,,My Brother Sam Is Dead (Full Term),,,,"General Lit.: Grades 9-10
General Lit: Grades 7-8",,,002.002.000,011.001.009.005.002.000,"G9, G10, G9, G10,","My Brother Sam Is Dead by James Lincoln Collier
ISBN/ASIN 978-0439783606 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: This riveting and sobering story introduces students to Tim Meeker, whose brother Sam enlists in the American Army and whose father supports the British. Based on real events and people, the narrative helps students struggle with the complexity of the American Revolution and it's cost and necessity.

➜ May sub Johnny Tremain (see Grades 5-6 booklist) if students are likely to struggle with the more challenging content and a few violent and disturbing scenes in My Brother Sam is Dead.",Term 2,https://www.amazon.com/dp/0439783607?ref_=cm_sw_r_ffobk_cp_ud_dp_VYBF9EY71QN8AME5VJ7P&skipTwisterOG=1&bestFormat=true&newOGT=1,https://bookshop.org/a/90084/9780439783606,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recWYipr5LaRHd3hj?home=pag5Pf79xsyOIdvDI,,
recXh9BkxvLAk7bag,003.001.000*The King's Fifth->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recuFFJKp2SeNHqq2,R1,,,,,,The King's Fifth,,"General Lit: Grades 7-8
General Lit.: Grades 9-10",,,,003.001.000,011.001.009.005.003.000,"G9, G10, G9, G10,","The King's Fifth by Scott O'Dell
ISBN/ASIN 978-0618747832 

➜ RATIONALE: This piece of suspenseful historical fiction takes students into the world of the conquistadors with Esteban, a seventeen-year-old cartographer.",Term 3,https://www.amazon.com/Kings-Fifth-Scott-ODell/dp/0618747834,https://bookshop.org/a/90084/9780618747832,Option 1,Option 2,,,,
recWjfbn6GXaT82sl,003.001.000*The Daughter of Time->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recPpi3BH2xXFbkUk,R1,,,,,,The Daughter of Time,,"General Lit.: Grades 11-12
General Lit.: Grades 9-10",,,,003.001.000,011.001.009.005.003.000,"G9, G10, G9, G10,","The Daughter of Time by Josephine Tey
ISBN/ASIN 978-0684803869 

➜ RATIONALE: Inspector Alan Grant of Scotland Yard, recuperating from a broken leg, becomes fascinated with a contemporary portrait of Richard III that bears no resemblance to the Wicked Uncle of history. A fascinating historical mystery novel and reflection on the nature of history and a perfect companion to Shakespeare's play which students will also read this year.",Term 3,https://www.amazon.com/Daughter-Time-Josephine-Tey/dp/0684803860,https://bookshop.org/a/90084/9780684803869,Option 1,Option 2,,,,
recS6dUpvFk2kXmgC,003.003.000*The Call of The Wild->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recwJ9URDj6lrclBZ,,,R3,,,,The Call of The Wild,,,,,,003.003.000,011.001.009.005.003.000,"G9, G10, G9, G10,","The Call of The Wild by Jack London
ISBN/ASIN 978-1950435937 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A classic work from time period author.

NOTE: Available on Learning Ally with Audio.
➜ May sub Little Women by Alcott",Term 3,https://a.co/d/gx0C5bd,,Option 1,,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recOGMsLG43gBsvN4?home=pag8nmiUVfXJRZFLW,
recmxUkvC71mMinVc,003.003.000*Little Women->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recyU8EJpaz3takPF,,,R3,,,,Little Women,,,,,,003.003.000,011.001.009.005.003.000,"G9, G10, G9, G10,","Little Women by Louisa May Alcott
ISBN/ASIN 978-0451532084 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A classic work from time period author.

NOTE: Available on Learning Ally with Audio.
➜ May sub Call of the Wild by London or another Alcott novel.",Term 3,https://a.co/d/b1RJIAC,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=532081,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recOGMsLG43gBsvN4?home=pag8nmiUVfXJRZFLW,
reclEGmzpup52hIm9,003.003.000*The Adventures of Tom Sawyer->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recThnx9ZweZurXSV,,,R3,,,,The Adventures of Tom Sawyer,,,,"General Lit.: Grades 9-10
General Lit.: Grades 11-12",,003.003.000,011.001.009.005.003.000,"G9, G10, G9, G10,","The Adventures of Tom Sawyer by Mark Twain
ISBN/ASIN 978-0143107330 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A classic work from time period author.

NOTE: Sensitive Content. Available on Learning Ally with Audio.",Term 3,https://a.co/d/8DgIwRw,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=134815,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recOGMsLG43gBsvN4?home=pag8nmiUVfXJRZFLW,
recGf7ZzbkEb5pUUX,003.002.000*Pride & Prejudice->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recMsIoqDRYieVRNy,,R2,,,,,Pride & Prejudice (Full Term),,,,,,003.002.000,011.001.009.005.003.000,"G9, G10, G9, G10,","Pride & Prejudice by Jane Austen
ISBN/ASIN 978-0141439518 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Austen's most popular novel which she began writing at just 19! The unforgettable story of Elizabeth Bennett, Mr. Darcy, and their friends and family. Also a memorable tale about the trustworthiness of ""first impressions,"" which was the original title of the book.

➜ May sub Sense and Sensibility (scheduled in Grades 11-12) or another Austen novel.",Term 3,https://a.co/d/cNd1Uat,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=439518,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recWYipr5LaRHd3hj?home=pag5Pf79xsyOIdvDI,,
recHFVzIESTe22Jse,003.002.000*A Tale of Two Cities->General Lit.: Grades 9-10,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recxHrImzucUYkzaZ,,R2,,,,,A Tale of Two Cities (Full Term),,,"General Lit.: Grades 9-10
General Lit.: Grades 11-12",,,003.002.000,011.001.009.005.003.000,"G9, G10, G9, G10,","A Tale of Two Cities by Charles Dickens
ISBN/ASIN 978-0141439600 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Charles Dickens' famous novel set during the French Revolution.",Term 3,https://www.amazon.com/Tale-Two-Cities-Penguin-Classics/dp/0141439602,https://www.gutenberg.org/files/98/98-h/98-h.htm,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recWYipr5LaRHd3hj?home=pag5Pf79xsyOIdvDI,,
recnn94WBx0GbDsoy,001.002.000*English Literature for Boys and Girls->History of Lit: Grades 9-12,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec0oGsLUHcktbS7b,,R2,,,English Literature for Boys and Girls (Selections),English Literature for Boys and Girls (Selections),English Literature for Boys and Girls (Selections),,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,001.002.000,011.001.009.007.001.000,"G9, G10, G11, G12, G9, G10, G11, G12,","English Literature for Boys and Girls by H.E. Marshall
ISBN/ASIN 978-1599150895 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A delightful introduction to the writers of English literature whose works hold the greatest appeal for the youthful reader. The life and personality of each author is given in outline, with enough material quoted from key works to give an idea of the text.

NOTE: Selections used across multiple rotations.","Term 1 (Selections)
Term 2 (Selections)
Term 3 (Selections)",https://yesterdaysclassics.com/books/english-literature-for-boys-and-girls-by-h-e-marshall/,https://archive.org/details/englishliteratur00mars,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recl0Wx6SiQPOKGa7?home=pag5Pf79xsyOIdvDI,,
